state,pollster,sponsors,pollster_rating_id,fte_grade,sample_size,methodology,start_date,end_date,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,notes,url,stage,answer,candidate_name,candidate_party,pct
Idaho,SurveyMonkey,Axios,324,D-,1482,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,57
Iowa,SurveyMonkey,Axios,324,D-,2460,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,49
Iowa,SurveyMonkey,Axios,324,D-,2460,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,49
Iowa,SurveyMonkey,Axios,324,D-,2460,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,51
Iowa,SurveyMonkey,Axios,324,D-,2460,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,48
Hawaii,SurveyMonkey,Axios,324,D-,987,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,65
Hawaii,SurveyMonkey,Axios,324,D-,987,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,33
Hawaii,SurveyMonkey,Axios,324,D-,987,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,66
Hawaii,SurveyMonkey,Axios,324,D-,987,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,32
Georgia,SurveyMonkey,Axios,324,D-,5795,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,52
Georgia,SurveyMonkey,Axios,324,D-,5795,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,46
Georgia,SurveyMonkey,Axios,324,D-,5795,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,50
Georgia,SurveyMonkey,Axios,324,D-,5795,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,48
Delaware,SurveyMonkey,Axios,324,D-,989,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,64
Delaware,SurveyMonkey,Axios,324,D-,989,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,34
Delaware,SurveyMonkey,Axios,324,D-,989,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,64
Delaware,SurveyMonkey,Axios,324,D-,989,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,35
Connecticut,SurveyMonkey,Axios,324,D-,2935,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,61
Connecticut,SurveyMonkey,Axios,324,D-,2935,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,35
Connecticut,SurveyMonkey,Axios,324,D-,2935,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,62
Connecticut,SurveyMonkey,Axios,324,D-,2935,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,35
Arizona,SurveyMonkey,Axios,324,D-,5973,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,54
Arizona,SurveyMonkey,Axios,324,D-,5973,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,44
Arizona,SurveyMonkey,Axios,324,D-,5973,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
Arizona,SurveyMonkey,Axios,324,D-,5973,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45
Arkansas,SurveyMonkey,Axios,324,D-,1640,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,41
Arkansas,SurveyMonkey,Axios,324,D-,1640,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,56
Arkansas,SurveyMonkey,Axios,324,D-,1640,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,40
Arkansas,SurveyMonkey,Axios,324,D-,1640,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,58
Alabama,SurveyMonkey,Axios,324,D-,2710,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,41
Alabama,SurveyMonkey,Axios,324,D-,2710,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,56
Alabama,SurveyMonkey,Axios,324,D-,2710,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,38
Alabama,SurveyMonkey,Axios,324,D-,2710,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,60
District of Columbia,SurveyMonkey,Axios,324,D-,727,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,86
District of Columbia,SurveyMonkey,Axios,324,D-,727,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,11
District of Columbia,SurveyMonkey,Axios,324,D-,727,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,88
District of Columbia,SurveyMonkey,Axios,324,D-,727,Online,9/21/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,10
Washington,SurveyMonkey,Axios,324,D-,7668,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,60
Washington,SurveyMonkey,Axios,324,D-,7668,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,37
Washington,SurveyMonkey,Axios,324,D-,7668,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,Axios,324,D-,7668,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,37
Texas,SurveyMonkey,Axios,324,D-,14047,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,49
Texas,SurveyMonkey,Axios,324,D-,14047,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,49
Texas,SurveyMonkey,Axios,324,D-,14047,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,47
Texas,SurveyMonkey,Axios,324,D-,14047,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,51
Tennessee,SurveyMonkey,Axios,324,D-,3973,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,43
Tennessee,SurveyMonkey,Axios,324,D-,3973,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,55
Tennessee,SurveyMonkey,Axios,324,D-,3973,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,41
Tennessee,SurveyMonkey,Axios,324,D-,3973,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,57
Rhode Island,SurveyMonkey,Axios,324,D-,654,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,Axios,324,D-,654,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,32
Rhode Island,SurveyMonkey,Axios,324,D-,654,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,68
Rhode Island,SurveyMonkey,Axios,324,D-,654,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,32
New York,SurveyMonkey,Axios,324,D-,9958,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,65
New York,SurveyMonkey,Axios,324,D-,9958,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,32
New York,SurveyMonkey,Axios,324,D-,9958,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,65
New York,SurveyMonkey,Axios,324,D-,9958,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,33
Missouri,SurveyMonkey,Axios,324,D-,3869,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,46
Missouri,SurveyMonkey,Axios,324,D-,3869,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,51
Missouri,SurveyMonkey,Axios,324,D-,3869,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,46
Missouri,SurveyMonkey,Axios,324,D-,3869,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,52
Michigan,SurveyMonkey,Axios,324,D-,6026,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
Michigan,SurveyMonkey,Axios,324,D-,6026,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,44
Michigan,SurveyMonkey,Axios,324,D-,6026,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
Michigan,SurveyMonkey,Axios,324,D-,6026,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45
Louisiana,SurveyMonkey,Axios,324,D-,2445,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,44
Louisiana,SurveyMonkey,Axios,324,D-,2445,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,53
Louisiana,SurveyMonkey,Axios,324,D-,2445,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,40
Louisiana,SurveyMonkey,Axios,324,D-,2445,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,58
Florida,SurveyMonkey,Axios,324,D-,14184,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,50
Florida,SurveyMonkey,Axios,324,D-,14184,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,48
Florida,SurveyMonkey,Axios,324,D-,14184,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,49
Florida,SurveyMonkey,Axios,324,D-,14184,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,49
Colorado,SurveyMonkey,Axios,324,D-,5126,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,59
Colorado,SurveyMonkey,Axios,324,D-,5126,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,39
Colorado,SurveyMonkey,Axios,324,D-,5126,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,58
Colorado,SurveyMonkey,Axios,324,D-,5126,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,41
California,SurveyMonkey,Axios,324,D-,22780,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,63
California,SurveyMonkey,Axios,324,D-,22780,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,35
California,SurveyMonkey,Axios,324,D-,22780,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,63
California,SurveyMonkey,Axios,324,D-,22780,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,36
Alaska,SurveyMonkey,Axios,324,D-,977,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,45
Alaska,SurveyMonkey,Axios,324,D-,977,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,52
Alaska,SurveyMonkey,Axios,324,D-,977,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,44
Alaska,SurveyMonkey,Axios,324,D-,977,Online,9/20/20,10/18/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,53
,SurveyMonkey,Axios,324,D-,19801,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
,SurveyMonkey,Axios,324,D-,19801,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45
,SurveyMonkey,Axios,324,D-,19801,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
,SurveyMonkey,Axios,324,D-,19801,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45
,RMG Research,Just the News,555,B/C,1265,Online/Text,10/15/20,10/17/20,FALSE,,,FALSE,FALSE,,https://justthenews.com/politics-policy/polling/biden-continues-8-point-lead-stable-nationwide-polls,general,Biden,Joseph R. Biden Jr.,DEM,51
,RMG Research,Just the News,555,B/C,1265,Online/Text,10/15/20,10/17/20,FALSE,,,FALSE,FALSE,,https://justthenews.com/politics-policy/polling/biden-continues-8-point-lead-stable-nationwide-polls,general,Trump,Donald Trump,REP,43
,RMG Research,Just the News,555,B/C,1265,Online/Text,10/15/20,10/17/20,FALSE,,,FALSE,FALSE,,https://justthenews.com/politics-policy/polling/biden-continues-8-point-lead-stable-nationwide-polls,general,Jorgensen,Jo Jorgensen,LIB,2
,RMG Research,Just the News,555,B/C,1265,Online/Text,10/15/20,10/17/20,FALSE,,,FALSE,FALSE,,https://justthenews.com/politics-policy/polling/biden-continues-8-point-lead-stable-nationwide-polls,general,Hawkins,Howie Hawkins,GRE,1
,Morning Consult,,218,B/C,12000,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://morningconsult.com/2020-presidential-election-tracker/,general,Biden,Joseph R. Biden Jr.,DEM,52
,Morning Consult,,218,B/C,12000,Online,10/15/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://morningconsult.com/2020-presidential-election-tracker/,general,Trump,Donald Trump,REP,43
New Mexico,GBAO,,109,B/C,600,Live Phone,10/14/20,10/17/20,FALSE,DEM,,FALSE,FALSE,,https://benraylujan.com/wp-content/uploads/2020/10/Lujan-Poll-Memo-102020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,54
New Mexico,GBAO,,109,B/C,600,Live Phone,10/14/20,10/17/20,FALSE,DEM,,FALSE,FALSE,,https://benraylujan.com/wp-content/uploads/2020/10/Lujan-Poll-Memo-102020.pdf,general,Trump,Donald Trump,REP,41
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Biden,Joseph R. Biden Jr.,DEM,49.5
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Trump,Donald Trump,REP,44.5
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Jorgensen,Jo Jorgensen,LIB,2.4
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Hawkins,Howie Hawkins,GRE,1
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Biden,Joseph R. Biden Jr.,DEM,49.8
,IBD/TIPP,,144,A/B,1021,Live Phone/Online,10/13/20,10/17/20,FALSE,,TRUE,FALSE,FALSE,,https://www.investors.com/news/trump-vs-biden-poll-tightens-2016-voters-ibd-tipp-presidential-poll/,general,Trump,Donald Trump,REP,44.1
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Biden,Joseph R. Biden Jr.,DEM,48
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Trump,Donald Trump,REP,46
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Jorgensen,Jo Jorgensen,LIB,2
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Hawkins,Howie Hawkins,GRE,1
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,646,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Biden,Joseph R. Biden Jr.,DEM,49
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,646,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Trump,Donald Trump,REP,48
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,646,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Jorgensen,Jo Jorgensen,LIB,1
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,646,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Hawkins,Howie Hawkins,GRE,0
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Biden,Joseph R. Biden Jr.,DEM,50
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,706,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Trump,Donald Trump,REP,47
North Carolina,ABC News/The Washington Post,The Washington Post,3,A+,646,Live Phone,10/12/20,10/17/20,FALSE,,,FALSE,FALSE,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,Biden,Joseph R. Biden Jr.,DEM,50
